`,file_name,impd_code,site_name,site_code,Contributor,Longitude,Latitude,Reference
219,EL_fixed.fhx,EL_FIXED,Elam  Creek Riparian/upland,EL,North_M,-121.446586,40.198298,Van_de_Water_North_2010
229,FI_fixed.fhx,FI_FIXED,Fish Creek Riparian/upland,FI,North_M,-121.501416,40.001219,Van_de_Water_North_2010
234,FR_fixed.fhx,FR_FIXED,Feather River Riparian/upland,FR_2,North_M,-121.51053,40.097048,Van_de_Water_North_2010
250,GC_fixed.fhx,GC_FIXED,Green Creek Riparian/upland,GC_2,North_M,-120.979371,39.069506,Van_de_Water_North_2010
281,HT_fixed.fhx,HT_FIXED,Horse Creek Riparian/upland,HT,North_M,-119.940333,39.008645,Van_de_Water_North_2010
312,JO_fixed.fhx,JO_FIXED,Jones Creek Riparian/upland,JO,North_M,-121.450925,40.120827,Van_de_Water_North_2010
324,LC_fixed.fhx,LC_FIXED,Last Chance Creek Riparian/upland,LC,North_M,-121.478149,39.998123,Van_de_Water_North_2010
367,MA_fixed.fhx,MA_FIXED,Marlette Creek Riparian/upland,MA_02,North_M,-119.924858,39.171076,Van_de_Water_North_2010
376,ME_fixed.fhx,ME_FIXED,Meeks Creek Riparian/upland,ME,North_M,-120.126162,39.037222,Van_de_Water_North_2010
377,MF_fixed.fhx,MF_FIXED,Mcfaul Creek Riparian/upland,MF,North_M,-119.934593,39.000249,Van_de_Water_North_2010
384,MK_fixed.fhx,MK_FIXED,Mckinney Creek Riparian/upland,MK,North_M,-120.157971,39.052011,Van_de_Water_North_2010
495,OB_fixed.fhx,OB_FIXED,Onion Creek B Riparian/upland,OB,North_M,-120.36682,39.277615,Van_de_Water_North_2010
496,OC_fixed.fhx,OC_FIXED,Onion Creek C Riparian/upland,OC,North_M,-120.356475,39.282092,Van_de_Water_North_2010
497,OD_fixed.fhx,OD_FIXED,Onion Creek D Riparian/upland,OD,North_M,-120.351483,39.28351,Van_de_Water_North_2010
498,OG_fixed.fhx,OG_FIXED,Onion Creek G Riparian/upland,OG,North_M,-120.356482,39.267101,Van_de_Water_North_2010
510,PB_fixed.fhx,PB_FIXED,Philbrook Creek Riparian/upland,PB,North_M,-121.50765,40.034472,Van_de_Water_North_2010
559,RC_fixed.fhx,RC_FIXED,Red Cedar Creek Riparian/upland,RC,North_M,-120.140486,39.178185,Van_de_Water_North_2010
573,RO_fixed.fhx,RO_FIXED,Rock Creek Riparian/upland,RO_2,North_M,-121.346646,40.127187,Van_de_Water_North_2010
605,RU_fixed.fhx,RU_FIXED,Rubicon Creek Riparian/upland,RU,North_M,-120.103327,38.978901,Van_de_Water_North_2010
627,SH_fixed.fhx,SH_FIXED,Shanghai Creek Riparian/upland,SH_2,North_M,-121.348306,40.194309,Van_de_Water_North_2010
635,SL_fixed.fhx,SL_FIXED,Slate Creek Riparian/upland,SL_02,North_M,-121.369191,40.125209,Van_de_Water_North_2010
636,SM_fixed.fhx,SM_FIXED,Sawmill Tom Creek Riparian/upland,SM,North_M,-121.33739,40.119298,Van_de_Water_North_2010
638,SN_fixed.fhx,SN_FIXED,Snag Creek Riparian/upland,SN,North_M,-121.452923,40.071998,Van_de_Water_North_2010
664,TC_fixed.fhx,TC_FIXED,Taylor Creek Riparian/upland,TC,North_M,-120.053964,38.930971,Van_de_Water_North_2010
669,TL_fixed.FHX,TL_FIXED,Tallac Creek Riparian/upland,TL,North_M,-120.07654,38.938169,Van_de_Water_North_2010
679,TU_fixed.fhx,TU_FIXED,Tunnel Creek Riparian/upland,TU,North_M,-119.926428,39.223115,Van_de_Water_North_2010
1170,WD_fixed.fhx,WD_FIXED,Ward Creek Riparian/upland,WD,North_M,-120.164319,39.133662,Van_de_Water_North_2010
1171,WF_fixed.fhx,WF_FIXED,West Branch Fish Creek Riparia/uplandn,WF,North_M,-121.504426,40.014664,Van_de_Water_North_2010
1175,WL_fixed.FHX,WL_FIXED,Warner Creek Riparian/upland,WL,North_M,-121.334302,40.296273,Van_de_Water_North_2010
1183,ZC_fixed.fhx,ZC_FIXED,Zephyr Creek Riparian,ZC,North_M,-119.936635,39.015828,Van_de_Water_North_2010
786,usbm-001.fhx,USBM-001,BM1,BM1,Veblen_TT,-105.421498,39.99808735,"Veblen et al., 2000 (Ecological applications)"
787,usbm-002.fhx,USBM-002,BM2,BM2,Veblen_TT,-105.4559585,39.98336108,"Veblen et al., 2000 (Ecological applications)"
788,usbm-003.fhx,USBM-003,BM3,BM3,Veblen_TT,-105.4119756,39.95352308,"Veblen et al., 2000 (Ecological applications)"
789,usbm-004.fhx,USBM-004,BM4,BM4,Veblen_TT,-105.4345387,40.02245559,"Veblen et al., 2000 (Ecological applications)"
790,usbm-005.fhx,USBM-005,BM5,BM5,Veblen_TT,-105.4315676,40.07165957,"Veblen et al., 2000 (Ecological applications)"
791,usbm-006.fhx,USBM-006,BM6,BM6,Veblen_TT,-105.4667302,40.06882036,"Veblen et al., 2000 (Ecological applications)"
792,usbm-007.fhx,USBM-007,BM7,BM7,Veblen_TT,-105.4574388,40.08228177,"Veblen et al., 2000 (Ecological applications)"
793,usbm-008.fhx,USBM-008,BM8,BM8,Veblen_TT,-105.3392218,40.1085459,"Veblen et al., 2000 (Ecological applications)"
794,usbm-009.fhx,USBM-009,BM9,BM9,Veblen_TT,-105.3437621,40.10141492,"Veblen et al., 2000 (Ecological applications)"
795,usbm-010.fhx,USBM-010,BM10,BM10,Veblen_TT,-105.3637468,40.10883186,"Veblen et al., 2000 (Ecological applications)"
796,usbm-011.fhx,USBM-011,BM11,BM11,Veblen_TT,-105.3213053,39.99138078,"Veblen et al., 2000 (Ecological applications)"
797,usbm-012.fhx,USBM-012,BM12,BM12,Veblen_TT,-105.3215589,39.94552006,"Veblen et al., 2000 (Ecological applications)"
798,usbm-013.fhx,USBM-013,BM13,BM13,Veblen_TT,-105.2769595,39.94545498,"Veblen et al., 2000 (Ecological applications)"
799,usbm-014.fhx,USBM-014,BM14,BM14,Veblen_TT,-105.274559,39.93059439,"Veblen et al., 2000 (Ecological applications)"
800,usbm-015.fhx,USBM-015,BM15,BM15,Veblen_TT,-105.2758319,39.92698741,"Veblen et al., 2000 (Ecological applications)"
801,usbm-016.fhx,USBM-016,BM16,BM16,Veblen_TT,-105.410283,40.14011976,"Veblen et al., 2000 (Ecological applications)"
802,usbm-017.fhx,USBM-017,BM17,BM17,Veblen_TT,-105.439794,40.14721907,"Veblen et al., 2000 (Ecological applications)"
803,usbm-018.fhx,USBM-018,BM18,BM18,Veblen_TT,-105.4674658,40.15918341,"Veblen et al., 2000 (Ecological applications)"
804,usbm-019.fhx,USBM-019,BM19,BM19,Veblen_TT,-105.4854413,40.16055097,"Veblen et al., 2000 (Ecological applications)"
805,usbm-020.fhx,USBM-020,BM20,BM20,Veblen_TT,-105.4503192,40.1765496,"Veblen et al., 2000 (Ecological applications)"
806,usbm-021.fhx,USBM-021,BM21,BM21,Veblen_TT,-105.4110552,40.17083949,"Veblen et al., 2000 (Ecological applications)"
807,usbm-022.fhx,USBM-022,BM22,BM22,Veblen_TT,-105.3957721,40.16818989,"Veblen et al., 2000 (Ecological applications)"
808,usbm-023.fhx,USBM-023,BM23,BM23,Veblen_TT,-105.368781,40.1718828,"Veblen et al., 2000 (Ecological applications)"
809,usbm-024.fhx,USBM-024,BM24,BM24,Veblen_TT,-105.3313303,40.1990245,"Veblen et al., 2000 (Ecological applications)"
810,usbm-025.fhx,USBM-025,BM25,BM25,Veblen_TT,-105.4165638,40.24577832,"Veblen et al., 2000 (Ecological applications)"
811,usbm-026.fhx,USBM-026,BM26,BM26,Veblen_TT,-105.396588,40.26792144,"Veblen et al., 2000 (Ecological applications)"
812,usbm-027.fhx,USBM-027,BM27,BM27,Veblen_TT,-105.4029926,40.31654959,"Veblen et al., 2000 (Ecological applications)"
813,usbm-028.fhx,USBM-028,BM28,BM28,Veblen_TT,-105.3483587,40.26627481,"Veblen et al., 2000 (Ecological applications)"
814,usbm-029.fhx,USBM-029,BM29,BM29,Veblen_TT,-105.3823122,40.28085285,"Veblen et al., 2000 (Ecological applications)"
815,usbm-030.fhx,USBM-030,BM30,BM30,Veblen_TT,-105.4037515,40.12743924,"Veblen et al., 2000 (Ecological applications)"
816,usbm-031.fhx,USBM-031,BM31,BM31,Veblen_TT,-105.2988535,40.02702943,"Veblen et al., 2000 (Ecological applications)"
817,usbm-032.fhx,USBM-032,BM32,BM32,Veblen_TT,-105.3013702,40.17261846,"Veblen et al., 2000 (Ecological applications)"
818,usbm-033.fhx,USBM-033,BM33,BM33,Veblen_TT,-105.4534852,40.06977392,"Veblen et al., 2000 (Ecological applications)"
819,usbm-034.fhx,USBM-034,BM34,BM34,Veblen_TT,-105.4917879,40.0635812,"Veblen et al., 2000 (Ecological applications)"
820,usbm-035.fhx,USBM-035,BM35,BM35,Veblen_TT,-105.4796628,40.02335876,"Veblen et al., 2000 (Ecological applications)"
821,usbm-036.fhx,USBM-036,BM36,BM36,Veblen_TT,-105.5038277,40.01064262,"Veblen et al., 2000 (Ecological applications)"
822,usbm-037.fhx,USBM-037,BM37,BM37,Veblen_TT,-105.4585283,39.99983881,"Veblen et al., 2000 (Ecological applications)"
823,usbm-038.fhx,USBM-038,BM38,BM38,Veblen_TT,-105.4940846,39.9268034,"Veblen et al., 2000 (Ecological applications)"
824,usbm-039.fhx,USBM-039,BM39,BM39,Veblen_TT,-105.5352367,39.96662432,"Veblen et al., 2000 (Ecological applications)"
825,usbm-040.fhx,USBM-040,BM40,BM40,Veblen_TT,-105.4517188,39.9264356,"Veblen et al., 2000 (Ecological applications)"
826,usbm-041.fhx,USBM-041,BM41,BM41,Veblen_TT,-105.4745316,40.0777082,"Veblen et al., 2000 (Ecological applications)"
441,NNM10.fhx,NNM10,Navajo Nation Lukachukai plot NNM10,NNM10,Whitehair_L,-109.1979276,36.49659209,Whitehair et al. 2018
442,NNM11.fhx,NNM11,Navajo Nation Lukachukai plot NNM11,NNM11,Whitehair_L,-109.1981364,36.48758136,Whitehair et al. 2018
443,NNM12.fhx,NNM12,Navajo Nation Lukachukai plot NNM12,NNM12,Whitehair_L,-109.1966714,36.47854533,Whitehair et al. 2018
444,NNM13.fhx,NNM13,Navajo Nation Lukachukai plot NNM13,NNM13,Whitehair_L,-109.1985537,36.46955985,Whitehair et al. 2018
445,NNN09.fhx,NNN09,Navajo Nation Lukachukai plot NNN09,NNN09,Whitehair_L,-109.1865572,36.50543361,Whitehair et al. 2018
446,NNN10.fhx,NNN10,Navajo Nation Lukachukai plot NNN10,NNN10,Whitehair_L,-109.1867673,36.49642295,Whitehair et al. 2018
447,NNN11.fhx,NNN11,Navajo Nation Lukachukai plot NNN11,NNN11,Whitehair_L,-109.1869774,36.48741227,Whitehair et al. 2018
448,NNN12.fhx,NNN12,Navajo Nation Lukachukai plot NNN12,NNN12,Whitehair_L,-109.1871874,36.47840158,Whitehair et al. 2018
449,NNN13.fhx,NNN13,Navajo Nation Lukachukai plot NNN13,NNN13,Whitehair_L,-109.1873973,36.46939088,Whitehair et al. 2018
450,NNN14.fhx,NNN14,Navajo Nation Lukachukai plot NNN14,NNN14,Whitehair_L,-109.1876071,36.46038016,Whitehair et al. 2018
451,NNO09.fhx,NNO09,Navajo Nation Lukachukai plot NNO09,NNO09,Whitehair_L,-109.1753958,36.50526337,Whitehair et al. 2018
452,NNO10.fhx,NNO10,Navajo Nation Lukachukai plot NNO10,NNO10,Whitehair_L,-109.1756072,36.49625276,Whitehair et al. 2018
453,NNO11.fhx,NNO11,Navajo Nation Lukachukai plot NNO11,NNO11,Whitehair_L,-109.1758186,36.48724214,Whitehair et al. 2018
454,NNO12.fhx,NNO12,Navajo Nation Lukachukai plot NNO12,NNO12,Whitehair_L,-109.1760299,36.47823151,Whitehair et al. 2018
455,NNO13.fhx,NNO13,Navajo Nation Lukachukai plot NNO13,NNO13,Whitehair_L,-109.1762411,36.46922086,Whitehair et al. 2018
456,NNO14.fhx,NNO14,Navajo Nation Lukachukai plot NNO14,NNO14,Whitehair_L,-109.1764522,36.4602102,Whitehair et al. 2018
457,NNP11.fhx,NNP11,Navajo Nation Lukachukai plot NNP11,NNP11,Whitehair_L,-109.1646599,36.48707097,Whitehair et al. 2018
458,NNP12.fhx,NNP12,Navajo Nation Lukachukai plot NNP12,NNP12,Whitehair_L,-109.1648724,36.4780604,Whitehair et al. 2018
459,NNP13.fhx,NNP13,Navajo Nation Lukachukai plot NNP13,NNP13,Whitehair_L,-109.1650849,36.4690498,Whitehair et al. 2018
460,NNP14.fhx,NNP14,Navajo Nation Lukachukai plot NNP14,NNP14,Whitehair_L,-109.1652973,36.4600392,Whitehair et al. 2018
461,NNP15.fhx,NNP15,Navajo Nation Lukachukai plot NNP15,NNP15,Whitehair_L,-109.1655096,36.45102857,Whitehair et al. 2018
462,NNP16.fhx,NNP16,Navajo Nation Lukachukai plot NNP16,NNP16,Whitehair_L,-109.1657218,36.44201794,Whitehair et al. 2018
463,NNP17.fhx,NNP17,Navajo Nation Lukachukai plot NNP17,NNP17,Whitehair_L,-109.1659339,36.43300728,Whitehair et al. 2018
464,NNQ13.fhx,NNQ13,Navajo Nation Lukachukai plot NNQ13,NNQ13,Whitehair_L,-109.1538968,36.47022928,Whitehair et al. 2018
465,NNQ14.fhx,NNQ14,Navajo Nation Lukachukai plot NNQ14,NNQ14,Whitehair_L,-109.1541425,36.45986715,Whitehair et al. 2018
466,NNQ15.fhx,NNQ15,Navajo Nation Lukachukai plot NNQ15,NNQ15,Whitehair_L,-109.1543561,36.45085658,Whitehair et al. 2018
467,NNQ16.fhx,NNQ16,Navajo Nation Lukachukai plot NNQ16,NNQ16,Whitehair_L,-109.1545696,36.441846,Whitehair et al. 2018
468,NNQ17.fhx,NNQ17,Navajo Nation Lukachukai plot NNQ17,NNQ17,Whitehair_L,-109.1531104,36.43280954,Whitehair et al. 2018
469,NNQ18.fhx,NNQ18,Navajo Nation Lukachukai plot NNQ18,NNQ18,Whitehair_L,-109.1549963,36.4238248,Whitehair et al. 2018
470,NNQ19.fhx,NNQ19,Navajo Nation Lukachukai plot NNQ19,NNQ19,Whitehair_L,-109.1552095,36.41481417,Whitehair et al. 2018
471,NNR13.fhx,NNR13,Navajo Nation Lukachukai plot NNR13,NNR13,Whitehair_L,-109.1427729,36.46870456,Whitehair et al. 2018
472,NNR14.fhx,NNR14,Navajo Nation Lukachukai plot NNR14,NNR14,Whitehair_L,-109.1429556,36.46104564,Whitehair et al. 2018
473,NNR15.fhx,NNR15,Navajo Nation Lukachukai plot NNR15,NNR15,Whitehair_L,-109.1432027,36.45068355,Whitehair et al. 2018
474,NNR16.fhx,NNR16,Navajo Nation Lukachukai plot NNR16,NNR16,Whitehair_L,-109.1434175,36.44167303,Whitehair et al. 2018
475,NNR17.fhx,NNR17,Navajo Nation Lukachukai plot NNR17,NNR17,Whitehair_L,-109.1436322,36.43266249,Whitehair et al. 2018
476,NNR18.fhx,NNR18,Navajo Nation Lukachukai plot NNR18,NNR18,Whitehair_L,-109.1438468,36.42365194,Whitehair et al. 2018
477,NNR19.fhx,NNR19,Navajo Nation Lukachukai plot NNR19,NNR19,Whitehair_L,-109.1462781,36.41521665,Whitehair et al. 2018
478,NNS14.fhx,NNS14,Navajo Nation Lukachukai plot NNS14,NNS14,Whitehair_L,-109.1318333,36.45951994,Whitehair et al. 2018
479,NNS16.fhx,NNS16,Navajo Nation Lukachukai plot NNS16,NNS16,Whitehair_L,-109.1322655,36.44149902,Whitehair et al. 2018
480,NNS17.fhx,NNS17,Navajo Nation Lukachukai plot NNS17,NNS17,Whitehair_L,-109.1324815,36.43248853,Whitehair et al. 2018
481,NNS18.fhx,NNS18,Navajo Nation Lukachukai plot NNS18,NNS18,Whitehair_L,-109.1326973,36.42347804,Whitehair et al. 2018
482,NNS19.fhx,NNS19,Navajo Nation Lukachukai plot NNS19,NNS19,Whitehair_L,-109.1329131,36.41446753,Whitehair et al. 2018
483,NNT16.fhx,NNT16,Navajo Nation Lukachukai plot NNT16,NNT16,Whitehair_L,-109.1211136,36.44132396,Whitehair et al. 2018
484,NNT17.fhx,NNT17,Navajo Nation Lukachukai plot NNT17,NNT17,Whitehair_L,-109.1213309,36.43231354,Whitehair et al. 2018
485,NNT18.fhx,NNT18,Navajo Nation Lukachukai plot NNT18,NNT18,Whitehair_L,-109.121548,36.4233031,Whitehair et al. 2018
486,NNT19.fhx,NNT19,Navajo Nation Lukachukai plot NNT19,NNT19,Whitehair_L,-109.1217651,36.41429264,Whitehair et al. 2018
487,NNU16.fhx,NNU16,Navajo Nation Lukachukai plot NNU16,NNU16,Whitehair_L,-109.1099618,36.44114786,Whitehair et al. 2018
488,NNU17.fhx,NNU17,Navajo Nation Lukachukai plot NNU17,NNU17,Whitehair_L,-109.1101803,36.4321375,Whitehair et al. 2018
489,NNU18.fhx,NNU18,Navajo Nation Lukachukai plot NNU18,NNU18,Whitehair_L,-109.1087264,36.42310063,Whitehair et al. 2018
490,NNU19.fhx,NNU19,Navajo Nation Lukachukai plot NNU19,NNU19,Whitehair_L,-109.1106171,36.41411672,Whitehair et al. 2018
783,usblf002.fhx,USBLF002,Bluff Lake,BLF,Skinner_CN,-122.5597217,41.34652667,Whitlock_etal_CJFR_2004
845,uscdr001.fhx,USCDR001,Cedar Lake,CDR,Skinner_CN,-122.4954633,41.20804333,Whitlock_etal_CJFR_2004
865,uscra002.fhx,USCRA002,Crater Lake,CRA,Skinner_CN,-122.5791717,41.38316667,Whitlock_etal_CJFR_2004
979,usmbo001.fhx,USMBO001,Mumbo Lake,MBO,Skinner_CN,-122.5102733,41.19084667,Whitlock_etal_CJFR_2004
93,bpk.fhx,BPK,Bear Park,BPK,Wu_R,-107.35869,37.38556,Wu_thesis_1999
213,di_mx.fhx,DI_MX,El Diferencial (DI),DI_MX,Yocom_L,-99.852,23.787,"Yocom et al., 2010"
366,ma.fhx,MA,Mesa Acuña (MA),MA_MX,Yocom_L,-99.861,23.781,"Yocom et al., 2010"
642,so.fhx,SO,San Onofre (SO),SO,Yocom_L,-99.849,23.797,"Yocom et al., 2010"
3,ABR.FHX,ABR,Cerro Abrigo,ABR,Swetnam_TW,-106.4906848,35.92442141,
4,ABU.FHX,ABU,Alamo Bog Upper VCNP,ABU,Baisan_CH,-106.5829379,35.91671341,
8,ALAMO.FHX,ALAMO,Alamo Bog combined,ALAMO,Swetnam_TW,-106.5853862,35.91113621,
35,BAHQ.FHX,BAHQ,Baca Ranch Headquarters,BAHQ,Swetnam_TW,-106.5232896,35.86093246,
90,BOL_firescar.fhx,BOL,Boletsakwa,BOL,Swetnam_TW,-106.6367843,35.70604149,
128,CANALL.FHX,CAN,Canada Bonita,CAN,Allen_CD,-106.3873565,35.91432575,
158,CHB.FHX,CHB,Chihuahueños Bog,CHB,Allen_CD,-106.5072017,36.04698722,
168,Cmn2.fhx,CMN2,Camp May North2,CMN2,Allen_CD,-106.3930456,35.90540328,
175,CPE.FHX,CPE,Cerro Pedernal SFNF,CPE,Touchan_R,-106.5012029,36.15836067,
218,EFK.FHX,EFK,East Fork,EFK,Swetnam_TW,-106.576216,35.82616174,
240,FRM1.FHX,FRM1,Frijolito Mesa Upper,FRM1,Brown_P,-106.2714576,35.77050584,
241,FRM2.FHX,FRM2,Frijolito Mesa Lower,FRM2,Brown_P,-106.2716709,35.76399398,
243,FWH.fhx,FWH,Frijoles Watershed,FWH,Brown_P,-106.2771521,35.7773492,
528,PIPE.FHX,PIPE,Pipeline Road SFNF,PIPE,Allen_CD,-106.3381677,35.89328935,
536,POL.FHX,POL,Polvadera Mesa SFNF,POL,Allen_CD,-106.4661768,36.09587644,
612,SAYS_Final.FHX,SAYS,Sayshukwa,SAYS,Farella_J,-106.6373651,35.74018812,
622,SECO.fhx,SECO,La Mesita del Canyoncito Seco SFNF,SECO,Allen_CD,-106.4771072,36.09575117,
674,TOV_firescar.fhx,TOV,Stable Mesa ,TOV,Farella_J,-106.7645797,35.79428468,
769,usbal001.fhx,USBAL001,Cerro Balitas,BAL,Swetnam_TW,-106.3923959,35.7290906,
839,uscas001.fhx,USCAS001,Canada Bonita South,CAS,Swetnam_TW,-106.3749715,35.9069176,
842,usccc001.fhx,USCCC001,Clear Creek Campground,CCC,Swetnam_TW,-106.820227,35.99650038,
855,uscme001.fhx,USCME001,Camp May East,CME,Swetnam_TW,-106.3811914,35.89953629,
856,uscmn001.fhx,USCMN001,Camp May North,CMN,Swetnam_TW,-106.3963885,35.90541962,
863,uscpm001.fhx,USCPM001,Capulin Canyon Middle,CPM,Swetnam_TW,-106.3531183,35.7756744,
864,uscpu001.fhx,USCPU001,Capulin Canyon Upper,CPU,Swetnam_TW,-106.4128931,35.79103769,
914,usgam001.fhx,USGAM001,Gallina Mesa,GAM,Swetnam_TW,-106.3284016,36.0232603,
969,uslog001.fhx,USLOG001,Los Griegos,LOG,Swetnam_TW,-106.541148,35.79854921,
982,usmcn001.fhx,USMCN001,Monument Canyon Natural Area,MCN_01,Swetnam_TW,-106.6241974,35.80669416,
1025,uspme001.fhx,USPME001,Pajarito Mountains North East,PME,Swetnam_TW,-106.3802754,35.88837887,
1026,uspmr001.fhx,USPMR001,Pajarito Mountain Ridge,PMR,Swetnam_TW,-106.3799262,35.8837174,
1027,uspmw001.fhx,USPMW001,Pajarito Mountains North West,PMW,Swetnam_TW,-106.4048028,35.8970088,
1157,vgr.fhx,VGR,"Valle Grande, Baisan and Morino",VGR,Swetnam_TW,-106.5010485,35.88099277,
1158,VIL.fhx,VIL,Los Alamos Townsite,VIL,Allen_CD,-106.3121786,35.89164491,
